symbol
EBI3
IL27
IL27RA
PDCD4
HNRNPA2B1
HNRNPF
LCP1
MTAP
BOLA2
RALA
BOLA2B
SNRPA1
TCP1
CA1
AIP
GSTO1
HNRNPDL
EDAR
EDARADD
EDA
TNFRSF13B
TNFRSF9
TNFRSF11B
EDA2R
TNFRSF17
TNFSF4
TNFRSF4
TNFRSF25
TNFSF13
TNFSF9
TNFRSF6B
TNFSF18
CD27
TNFRSF8
TNFSF8
CD70
TNFSF15
SLA
SLA2
SOCS6
ISCA2
HSCB
FXN
GLRX5
SLC25A37
LYRM4
ISCA1
SLC25A28
NFS1
CA5B
CA14
CA13
CA2
CA3
CA4
CA5A
CA6
CA7
CA12
NUBP2
ABCB7
NDOR1
NUBP1
CIAO2B
CIAPIN1
MMS19
CIAO3
CIAO1
PPA2
PPA1
LHPP
LALBA
SHPK
PGLS
RPE
RBKS
RPEL1
AKR1A1
CRYL1
SORD
XYLB
MAN2B2
MAN2C1
UGP2
PHKA1
PHKA2
PHKB
PHKG1
PHKG2
PYGM
ENO2
ENO3
SLC37A2
FBP1
GAPDH
GAPDHS
ENO4
PCK2
PGAM2
PGK 2.00
SLC37A1
G6PC2
TPI1
FBP2
GNPDA1
GNPDA2
PGM2L1
PGP
HK2
PFKM
PFKP
BPGM
HKDC1
ADPGK
PFKFB1
PFKFB2
PFKFB3
PFKFB4
AKR1B1
GLYCTK
ALDH1A1
PRPS1L1
PRPS1
PRPS2
SLC26A1
SLC35B2
SLC35B3
HAS1
HAS2
HAS3
CEMIP
LYVE1
CHP1
STAB2
SLC9A1
HYAL3
HYAL2
B3GNT3
ST3GAL6
B3GNT2
SLC35D2
CHST5
B3GNT4
CHST1
B4GALT4
B4GALT3
B4GALT2
B3GNT7
B4GALT6
B4GALT5
CHST2
GLB1L3
GLB1L
GLB1L2
B3GAT2
B3GAT1
XYLT1
XYLT2
HS3ST5
GLCE
HS6ST3
NDST1
NDST4
HS3ST6
NDST2
HS6ST2
NDST3
HS6ST1
HS2ST1
HS3ST4
HS3ST3B1
HS3ST3A1
HS3ST2
HS3ST1
HPSE2
CHST13
CHSY3
CHST11
CHST15
CHPF2
CSGALNACT2
CHST12
CSGALNACT1
CHST7
CHPF
CHST9
UST
DSE
DSEL
FUT1
FUT2
ABO
RHCE
RHD
B3GALT5
FUT9
B4GALNT2
FUT11
FUT3
FUT4
FUT5
FUT6
FUT7
ST6GALNAC6
FUT10
B3GALT4
B3GALT2
B3GALT1
PLCD3
PLCH1
PLCB1
INPP5J
INPP5B
ITPKA
ITPKB
OCRL
PLCE1
PLCB2
PLCB3
PLCB4
PLCD1
ITPKC
PLCD4
SYNJ1
PLCZ1
PLCH2
IPMK
IPPK
IP6K1
NUDT4
NUDT3
IP6K3
NUDT10
PPIP5K2
NUDT11
PPIP5K1
MINPP1
IMPA1
IMPA2
INPP1
INPP4A
INPP5A
ISYNA1
MIOX
MTMR9
INPP4B
MTMR7
FITM2
FITM1
HILPDA
HSD17B13
CIDEC
APOA5
CPT2
CYP1A1
CYP4A11
CYP7A1
AGT
AHR
ALAS1
ACSL1
FDFT1
FHL2
RGL1
TIAM2
ANKRD1
TNFRSF21
GRHL1
HMGCS1
HMGCS2
APOA2
ACADM
SLC27A1
FADS1
NRF1
G0S2
ACOX1
AHRR
PEX11A
HTD2
FASN
MORC2
OLAH
PPT1
SCD
HSD17B8
CBR4
PPT2
FAAH2
AWAT1
FAAH
CPT1B
ACACB
MID1IP1
THRSP
SLC25A20
ACAA2
ACOT2
ACOT7
ACOT12
DBI
ACOT9
ACOT11
MCAT
THEM5
ACBD7
NDUFAB1
ACOT13
PCTP
ACOT1
ACSF2
ACAD10
ACAD11
ACBD6
NUDT7
NUDT19
HAO2
ACBD4
ACBD5
SLC27A3
ACSF3
HACD2
ACSL3
ACSL4
ACSBG1
ACSL6
TECRL
HSD17B3
HACD4
HSD17B12
HACD3
ACSL5
ELOVL2
ELOVL5
ELOVL1
ELOVL4
ELOVL6
ELOVL7
ACSBG2
HACD1
TECR
PRXL2B
PTGR2
CYP8B1
HPGDS
HPGD
PTGIS
PTGS1
AKR1C3
CBR1
PTGES
CYP4F8
CYP4B1
PTGR1
ALOX5AP
CYP4A22
CYP4F3
LTC4S
CYP4F11
CYP4F2
GPX4
PON2
ALOX15B
ALOX12
ALOX12B
ALOXE3
CYP1A2
CYP2J2
EPHX2
ACOT8
HSD17B4
SCP2
FADS2
ECI1
DECR1
HADHA
HADHB
ACADL
MCEE
ECHS1
HADH
MECR
ACADS
ACSM6
ACSM3
SLC25A17
ALDH3A2
HACL1
PHYH
PECR
CRAT
AMACR
CROT
ACOXL
ACOX2
ACOX3
ECI2
ACOT4
EHHADH
MLYCD
DECR2
ACOT6
MOGAT1
GPAT2
GK
GK2
MOGAT3
AGMO
MOGAT2
DGAT2
PNPLA5
FABP2
FABP3
FABP6
FABP7
GPD2
LIPE
ABHD5
FABP9
FABP12
PNPLA4
CPNE7
CPNE6
TNFAIP8L1
TNFAIP8
TNFAIP8L3
TNFAIP8L2
AGPAT1
GPAT4
LIPI
LIPH
PLA2R1
GPD1L
DDHD2
LCLAT1
LPCAT4
PLA2G2D
GPD1
PLA2G4D
PLA2G2E
MIGA1
ACP6
PLA2G1B
PLA2G5
AGPAT5
AGPAT3
AGPAT4
PLA2G2F
DDHD1
PLA2G12A
PLA2G10
GNPAT
GPAT3
MIGA2
AWAT2
DGAT2L6
PNPLA2
PNPLA3
CEPT1
CHKA
CHKB
PHOSPHO1
PISD
ETNK2
ETNK1
PCYT2
ETNPPL
SELENOI
LPCAT3
PLAAT3
PLAAT5
PLA2G4E
MBOAT2
MBOAT1
PLA2G4F
PLA2G3
PNPLA8
PLAAT2
PLAAT1
PLAAT4
ABHD4
PLBD1
PLA2G4C
GPCPD1
PEMT
STARD10
CHAT
SLC44A3
ABHD3
SLC44A5
SLC44A1
ACHE
PCYT1A
STARD7
CHPT1
SLC44A4
MFSD2A
PCYT1B
PITPNB
PLB1
TMEM86B
LPCAT2
PLA2G15
PTDSS2
PTDSS1
OSBPL5
OSBPL8
OSBPL10
PLA1A
CDS1
CDIPT
PITPNM2
PITPNM3
PITPNM1
MBOAT7
PTPMT1
CDS2
PGS1
CRLS1
LPGAT1
TAFAZZIN
SACM1L
PI4KA
PI4K2B
SBF1
MTMR2
PIKFYVE
ARF3
PIK3C2A
PIK3C2G
PI4KB
PI4K2A
VAC14
INPP5E
TPTE
TPTE2
FIG4
PLEKHA6
MTM1
INPP5K
PIK3C2B
PLEKHA5
MTMR8
PLEKHA4
RAB4A
PLEKHA1
PLEKHA2
PLEKHA3
BMX
RUFY1
SBF2
PIP5K1A
PIP5K1B
PLEKHA8
MTMR1
SYNJ2
MTMR6
INPP5F
MTMR12
MTMR10
MTMR4
PNPLA6
ENPP6
GDPD1
PNPLA7
GDE1
GDPD3
GDPD5
CERT1
SPTLC1
CERS1
DEGS2
SPNS2
SAMD8
CSNK1G2
PPM1L
SPTSSB
SGMS2
SPTSSA
CERS3
PRKD3
KDSR
CERS6
PRKD2
SGMS1
ORMDL2
CERS2
MFSD2B
OSBP
SPTLC3
PRKD1
SPHK2
FA2H
CERS4
CYB5B
CERS5
VAPB
ORMDL1
SPTLC2
ACER1
SGPP2
ACER2
ACER3
SGPP1
PLPP1
PLPP2
PLPP3
SGPL1
B4GALNT1
ST8SIA5
A4GALT
CERK
UGCG
UGT8
ST6GALNAC5
B3GNT5
B3GALNT1
ST3GAL5
GAL3ST1
NEU3
NEU4
ARSK
ARSG
GALC
SUMF2
GBA1
SUMF1
ENPP7
ARSI
ARSH
M6PR
STS
ARSD
ARSL
ARSF
NEU2
SMPD3
SMPD4
ASAH2
GBA2
GBA3
SMPD1
SMPD2
ARSJ
PMVK
DHCR24
FDPS
IDI1
ACAT2
PLPP6
LSS
MVD
MVK
NSDHL
HSD17B7
MSMO1
ARV1
SQLE
TM7SF2
IDI2
GGPS1
SCAP
INSIG1
INSIG2
LDLRAP1
GC
LRP2
EBP
DHCR7
SC5D
OSBPL6
OSBPL7
OSBPL9
OSBPL3
CH25H
OSBPL2
SLC27A5
SLC51B
SLC51A
BAAT
SLC10A1
SLC10A2
STARD5
AKR1C4
AKR1C2
AKR1D1
HSD3B7
CYP46A1
CYP39A1
RNF103-CHMP3
RRAGB
ATG7
LAMTOR5
RRAGA
WDR45
GABARAP
GABARAPL2
ATG4A
CHMP4B
DYNLL2
SLC38A9
ATG14
ATG4B
GABARAPL1
MTOR
CHMP2B
WIPI2
CHMP2A
ATG9B
LAMTOR2
CHMP4A
PIK3R4
LAMTOR4
MAP1LC3C
PRKAG2
CHMP3
PIK3C3
PRKAG3
LAMTOR1
ATG16L1
WIPI1
PRKAA1
AMBRA1
PRKAA2
PRKAB1
PRKAB2
PRKAG1
WDR45B
RPTOR
RRAGD
RHEB
ATG101
RRAGC
MLST8
MTMR14
ATG3
TSC1
TSC2
UVRAG
ATG9A
CHMP6
MAP1LC3B
ATG10
ULK1
MAP1LC3A
ATG4C
ATG4D
LAMTOR3
DYNLL1
BECN1
MTMR3
ATG12
CHMP7
CHMP4C
ATG5
ATG13
RB1CC1
HDAC6
PLIN3
CETN1
CFTR
PARK7
PLIN2
EEF1A1
ARL13B
GFAP
HBB
HSPA8
HSP90AA1
HSP90AB1
LAMP2
PCNT
RNASE1
RPS27A
UBA52
UBB
UBC
VIM
IFT88
VPS37A
VPS37D
VPS28
UBAP1
VPS37C
TSG101
VPS37B
MVB12B
MVB12A
TUBA1B
TUBB3
TUBB4A
TUBB4B
TUBA3E
TUBA3D
DYNC1H1
DYNC1I1
DYNC1I2
DYNC1LI2
HSF1
TUBB8
TUBB2B
PEDS1-UBE2V1
PRKN
DYNC1LI1
TUBA8
TUBA4A
TUBA3C
TUBB2A
UBE2N
UBE2V1
VCP
TUBA1A
TUBAL3
TUBB1
TUBB6
TUBA1C
EPAS1
NBR1
ATM
PEX5
USP30
SQSTM1
TOMM6
TOMM40
TOMM5
MTERF3
TOMM7
MFN1
TOMM22
PINK1
VDAC1
TOMM20
TOMM70
MFN2
FUNDC1
CSNK2A1
CSNK2A2
CSNK2B
PGAM5
SRC
PSME3
PSMD14
PSMB11
PSMA8
PSME4
GTSE1
PSMA1
PSMA2
PSMA3
PSMA4
PSMA5
PSMA6
PSMA7
PSMB1
PSMB2
PSMB3
PSMB4
PSMB5
PSMB6
PSMB7
PSMB8
PSMB9
PSMB10
PSMC1
PSMC2
PSMC3
PSMC4
PSMC5
PSMC6
PSMD1
PSMD2
PSMD3
PSMD4
PSMD5
PSMD7
PSMD8
PSMD9
PSMD10
PSMD11
PSMD12
PSMD13
PSME1
PSME2
TP53
SEM1
PSMF1
PSMD6
CDK2
CDKN1A
CDKN1B
CCNA2
CCNA1
CCNE1
CCNE2
CDKN2A
CHEK2
MDM2
MDM4
PHF20
COP 1
ZNF385A
PCBP4
CHEK1
CDC25A
RAD50
KAT5
TOPBP1
RMI2
H4C16
H2BC26
RAD9B
RNF168
DNA2
H2BC1
BABAM1
H2AX
H2BC5
H2BC3
HUS1
MRE11
NBN
PIAS4
UIMC1
ATR
H4C15
BARD1
RAD1
RAD9A
RAD17
RBBP8
RFC2
RFC3
RFC4
RFC5
RPA1
RPA2
RPA3
BLM
BRCA1
TOP3A
TP53BP1
UBE2V2
NSD2
WRN
BRCC3
RMI1
H3-4
H4C9
H2BC8
H2BC13
H2BC15
H2BC14
H2BC7
H2BC6
H2BC9
H2BC10
H2BC4
H2BC17
H2BC21
H4C1
H4C4
H4C6
H4C12
H4C11
H4C3
H4C8
H4C2
H4C5
H4C13
RHNO1
H4C14
BRIP1
ATRIP
ABRAXAS1
H2BC12
HERC2
H2BC11
RNF8
EXO1
BABAM2
MDC 1.00
WEE1
CCNB1
PKMYT1
CCNB2
CDK1
DBF4
ORC6
ORC3
MCM2
MCM3
MCM4
MCM5
MCM6
MCM7
ORC1
ORC2
ORC4
ORC5
MCM10
CLSPN
CDC7
CDC45
MCM8
CDC6
CDC25C
YWHAQ
SFN
YWHAB
YWHAE
YWHAG
YWHAH
YWHAZ
MAD2L1
CDC20
CENPS-CORT
PMF1-BGLAP
NDC80
CENPA
CENPC
CENPE
CENPF
NUDC
KIF2C
ZWINT
PMF1
SPC24
SGO2
SGO1
SKA1
MAPRE1
CLASP2
NUP160
CLASP1
ITGB3BP
CENPI
AHCTF1
NSL1
BIRC5
SKA2
NUP43
INCENP
CENPS
KIF2A
CENPP
NUP98
PAFAH1B1
PLK1
NDE1
ERCC6L
SPDL1
PPP1CC
ZWILCH
CDCA8
PPP2CA
PPP2CB
CENPQ
PPP2R1A
PPP2R1B
PPP2R5A
PPP2R5B
PPP2R5C
PPP2R5D
PPP2R5E
NUP133
CENPN
RCC2
KNL1
NUP107
SPC25
TAOK1
RANBP2
RANGAP1
RPS27
CLIP1
SEC13
CENPK
CENPH
BUB1
BUB1B
XPO1
MIS12
CENPM
NUP37
CENPO
CENPU
NUP85
DSN1
CENPT
B9D2
NDEL1
SEH1L
KIF18A
NUF2
MAD1L1
KIF2B
CENPL
ZW10
BUB3
AURKB
KNTC1
CKAP5
ANAPC10
UBE2C
ANAPC16
CDC26
ANAPC15
UBE2S
ANAPC2
ANAPC4
ANAPC5
ANAPC11
ANAPC1
UBE2D1
UBE2E1
CDC23
CDC16
CDC27
LIN54
DYRK1A
E2F4
E2F5
LIN9
HDAC1
LIN37
RBBP4
RBL1
RBL2
TFDP1
TFDP2
LIN52
E2F1
MAX
MYC
PCNA
TOP2A
MYBL2
CDK4
CDK6
CDK7
CDKN1C
CDKN2B
CDKN2C
CDKN2D
CKS1B
E2F2
E2F3
ABL1
PPP2R3B
JAK2
LYN
MNAT1
PPP2R2A
PTK6
RB1
CCND1
SKP1
SKP2
CUL1
CCND2
CCND3
CCNH
AKT3
AKT1
AKT2
CABLES1
DHFR
E2F6
FBXO5
POLA1
RRM2
TK1
TYMS
CDT1
POLA2
RPA4
GMNN
POLE3
POLE
POLE2
PRIM1
PRIM2
POLE4
FZR1
CDC25B
GSK3B
STAG1
STAG2
CDCA5
ESCO1
ESCO2
PDS5B
WAPL
PDS5A
RAD21
SMC1A
SMC3
RBX1
GINS2
GINS3
GINS4
GINS1
POLD3
POLD1
POLD2
POLD4
RFC1
LIG1
FEN1
FOXM1
PPME1
LCMT1
ACTR1A
OPTN
AKAP9
TPTEP2-CSNK1E
DCTN2
CETN2
PLK4
SDCCAG8
CNTRL
CEP43
CEP250
DCTN3
HAUS1
NEDD1
CSNK1D
CSNK1E
DCTN1
TUBB
CEP164
NINL
CEP131
CEP152
FBXW11
HAUS5
RAB8A
PPP1R12A
PPP1R12B
NEK2
ODF2
PCM1
HAUS6
HAUS4
PPP1CB
CEP192
HAUS2
HAUS7
PRKACA
CEP72
CDK5RAP2
PRKAR2B
CENPJ
AURKA
TUBG1
ALMS1
HAUS3
BORA
CEP76
CEP290
CEP63
CEP70
CEP78
OFD1
AJUBA
SSNA1
BTRC
HAUS8
CEP41
CEP135
CEP57
CCP110
SFI1
EP300
FKBPL
TPX2
HMMR
FBXL7
FBXL18
PHLDA1
TUBGCP3
TUBGCP2
TUBGCP5
TUBG2
TUBGCP4
NME7
MZT1
MZT2A
CDK11A
MZT2B
TUBGCP6
CDK11B
NUMA1
KIF20A
KIF23
GORASP2
GOLGA2
MAPK1
MAPK3
RAB1A
RAB2A
GORASP1
RAB1B
BLZF1
USO1
SMC4
SMC2
H3C14
PHF8
NCAPD3
NCAPH2
H2AC8
H2AC7
H3-3A
H3-3B
H3C15
KMT5A
H2AB1
NCAPG2
H2AJ
SET
H3C13
H2AC19
MCPH1
H2AC14
H2AC6
H2AC4
H2AC18
H2AC20
H3C1
H3C4
H3C3
H3C6
H3C11
H3C8
H3C12
H3C10
H3C2
H3C7
H2AZ2
ARPP19
ENSA
PPP2R2D
MASTL
EMD
LEMD2
LEMD3
LMNA
LMNB1
TMPO
VRK1
VRK2
BANF1
NEK6
NEK7
NEK9
NUP50
NUP42
NUP35
NUP205
NUP210
NUP188
NUP62
NUP88
NUP54
NDC1
TPR
NUP214
AAAS
RAE1
NUP155
NUP93
NUP58
POM121
NUP153
LPIN1
CTDNEP1
CNEP1R1
PRKCA
PRKCB
LPIN3
LPIN2
FIRRM
HDAC8
NCAPH
NCAPG
NCAPD2
EML4
PTTG1
ESPL1
SIRT2
ANKLE2
KPNB1
LBR
RCC1
TNPO1
RAN
UBE2I
SUMO1
CC2D1B
VPS4A
SPAST
IST1
MAU2
NIPBL
CDC14A
OIP5
CENPX
CENPW
NPM1
RSF1
MIS18A
MIS18BP1
HJURP
RBBP7
SMARCA5
RUVBL1
POT1
TINF2
TERF2IP
ACD
TERF1
TERF2
DAXX
POLR2A
POLR2B
POLR2C
POLR2D
POLR2E
POLR2F
POLR2G
POLR2H
POLR2I
POLR2J
POLR2K
POLR2L
ATRX
RUVBL2
DKC1
ANKRD28
RTEL1
GAR1
WRAP53
SHQ1
PPP6R3
PPP6C
NOP10
NHP2
TERT
PIF1
TEN1
STN 1.00
CTC1
CHTF8
CHTF18
DSCC1
DMC1
SPO11
MLH3
PSMC3IP
MLH1
MSH4
MSH5
PRDM9
RAD51
RAD51C
BRCA2
MND1
SYCP2
STAG3
DIDO1
SYNE2
SYNE1
SUN1
SYCE2
SUN2
SMC1B
HSPA2
SYCP3
TEX12
SYCE3
SYCP1
FKBP6
SYCE1
REC8
SIRPB1
SIRPA
PTK2B
FYB1
GRB2
SIRPG
PTK2
PTPN6
PTPN11
SFTPD
SFTPA1
SFTPA2
TYROBP
SKAP2
CD47
CD2AP
FYN
NCK1
NPHS1
PIK3CA
PIK3CB
PIK3R1
PIK3R2
KIRREL1
SPTAN1
SPTBN1
NPHS2
ACTN4
KIRREL2
NCK2
KIRREL3
CASK
ACTN1
ACTN2
IQGAP1
ACTN3
WASL
MAGI2
FERMT2
FLNA
FLNC
PARVB
ILK
LIMS1
FBLIM1
LIMS2
PARVA
ACTB
ACTG1
VASP
COL17A1
ITGA6
ITGB4
KRT5
KRT14
LAMA3
LAMB3
LAMC2
PLEC
DST
CD151
CDH2
CDH3
CDH4
CDH5
CDH6
CDH7
CDH8
CDH9
CDH10
CDH11
CDH12
CDH13
CDH15
CDH17
CDH18
CTNNA1
CTNNB1
CTNND1
CADM1
CADM2
NECTIN3
ANG
JUP
AFDN
CADM3
NECTIN1
NECTIN2
CDH24
NECTIN4
CDH1
CLDN16
CLDN4
CLDN3
CLDN7
CLDN23
CLDN19
CLDN14
CLDN15
CLDN17
CLDN20
CLDN11
F11R
PARD6A
CLDN18
CLDN22
PRKCI
PARD3
PALS1
CLDN5
PARD6G
PARD6B
CLDN12
CLDN10
CLDN8
CLDN6
CLDN2
CLDN1
CLDN9
CRB3
SDK1
SDK2
PVR
CDH19
SOX10
ZC3H12A
FOXF1
HEYL
BHLHE22
HOXC8
ILF3
PRDM8
SNAI1
SP1
ZEB2
AGO3
AGO4
TNRC6B
AGO1
AGO2
TNRC6A
MOV10
TNRC6C
AMOT
ANGPTL4
ADAM33
ADAM19
ITGB1
PXN
RSU1
TESK1
ARHGEF6
CSRP1
MTF1
SNCB
MT1A
MT1B
MT1E
MT1F
MT1G
MT1H
MT1M
MT1X
MT2A
MT3
MT4
HIF1A
HIF1AN
DNAJA2
DCTN6
PTGES3
STIP1
FKBP4
FKBP5
NR3C1
DNAJA1
HSPA1A
HSPA1B
HSPA1L
DNAJB1
AR
NR3C2
DCTN4
PGR
DNAJA4
ACTR10
CAPZA1
CAPZA2
CAPZB
DCTN5
CAPZA3
CEBPB
CEBPG
DDIT3
EIF2S1
EIF2S3
ATF5
PPP1R15A
EIF2AK1
GRB10
ASNS
ATF3
ATF4
TRIB3
CHAC1
EIF2S2
PGRMC2
CARM1
NCOA2
RAI1
PPARGC1A
SLC46A1
CREB1
ATF2
CREBBP
CRTC2
NCOA6
CRTC1
SIRT1
LY96
HBA1
HBA2
HMOX1
APOA1
APOB
BMAL1
MEF2C
MEF2D
NFE2L2
NPAS2
CLEC1B
PPARA
MED1
BACH1
RORA
RXRA
CRTC3
SMARCD3
TBL1X
TLR4
TBL1XR1
MAFK
CHD9
NRIP1
HELZ2
NCOA1
HDAC3
NR1D1
CLOCK
NCOR1
TGS1
YME1L1
PHB2
OMA1
STOML2
